# ID
#   Unknown id number
# NUMBER
#   Unknown number
ID	AUTHOR	YEAR	TEXT	TITLE	NUMBER	PAGES
2254	A. R. Udin	1964	Die Steinbrüche von St Margarethen (Burgenland) als fossiles Biotop. I = Die Bryozoenfauna	Sitzungberichte öst Akad Wiss	173	383-439
2255	M. Udhayakumar and A. A. Karande	1989	Growth and breeding of cheilostome biofouler, Electra bengalensis Stoliczka in Bombay waters, west coast of India	Indian Journal Of Marine Sciences	18	95-99
2256	V. Tzioumis	1994	Bryozoan stolonal outgrowths: a role in competitive interactions?	Journal Of The Marine Biological Association Of The United Kingdom	74	203-210
2257	A. Tursi, A. Matarrese, L. Scalera Liaci, G. Costantino, R. Cavallo and E. Cecere	1985	Colonizzazione di substrati duri artificiali immersi in una biocenosi coralligena ed in un posidonieto	Oebalia	11	401-416
2258	E. P. Turpaeva and R. G. Simkina	1961	Effect of imfusions of cupriferous antifouling paints on some organisms [in Russian]	Akad. Nauk. SSSR Inst. Okeanol. Trudy.	49	224-234
2259	E. P. Turpaeva	1972	A system of symphysiological relationships in the biocenosis of marine fouling	Trudy vses. nauchno-issled. Inst. morsk. ryb. Khoz. Okeanogr.	77	168-185
2260	S. J. Turner and C. D. Todd	1994	Competition for space in encrusting bryozoan assemblages: the influence of encounter angle, site and year	Journal Of The Marine Biological Association Of The United Kingdom	74	603-622
2261	R. F. Turner	1979	North American Cretaceous Tricephaloporinae	Systematics Association Special		521-540
2262	R. F. Turner	1974	The paleoecologic and paleobiogeographic implications of the Maastrichtian Cheilostomata (Bryozoa) of the Navesink Formation	Dissertation Abstr. int.	34B	5033
2263	S. Turkünal	1953	Géologie de la région de Hakkâri et de Baﬁkale (Turquie)	Pub. lab. géol. Univ. Genève	88	1-43
2264	V. Turek	1987	On some epizoans of mollusc shells from the Upper Silurian (Pridoli) of the Barrandian area	Vestnik Ustredniho Ustavu Geologickeho	62	105-111
2265	A. S. Tulp	1988	Tenellia adspersa and Victorella pavida inside the dyke at Harlingen [in Dutch]	Zeepaard	48	70-73
2266	P. Tulkki	1960	Studies on the bottom fauna of the Finnish southwestern archipelago. I. Bottom fauna of the Airisto Sound	Ann. Soc. zool.-bot. fenn. Vanamo	21	1-26
2267	M. E. Tuckey and R. L. Anstey	1992	Late Ordovician extinctions of bryozoans	Lethaia	25	111-117
2268	M. E. Tuckey and R. L. Anstey	1989	Gradient analysis: a quantitative technique for biostratigraphic correlation	Palaios	4	475-479
2269	M. E. Tuckey	1990	Distributions and extinctions of Silurian Bryozoa	Geological Society Memoir	12	197-206
2270	M. E. Tuckey	1990	Biogeography of Ordovician bryozoans	Palaeogeography Palaeoclimatology Palaeoecology	77	91-126
2271	M. Tsurnamal, F. D. Por and G. Eitan	1969	Bryozoa of the coast of Mikhmoret.	Res. Rep. Hebrew Univ. Sci. agic.	1	368
2272	J. Troyer-Mildner and P. Mildner	1992	Zur Kenntnis der Bryozoenfauna Karntens (Tentaculata: Ectoprocta)	Carinthia II	102	579-589
2273	J. Troyer Mildner and P. Mildner	1987	Beitrag zur Kenntnis der Moostierchen (Tentaculata: Bryozoa) Karntens	Carinthia Ii		131-144
2274	T. D. Troizkaya	1980	Bryozoans of the meistorovi horizon of central Kazakhstan	Paleontological Journal	13	415-423
2275	T. D. Troizkaya	1979	Bryozoans of the meistorovi horizon of central Kazakhstan	Paleontologicheskii Zhurnal	1979	31-39
2276	T. D. Troizkaya	1976	The first bryozoan of the genus Mongoloclema from the Devonian of the USSR	Paleontological Journal	10	379-381
2277	T. D. Troizkaya	1976	The first bryozoan of the genus Mongoloclema from the Devonian of the USSR [in Russian]	Paleontologicheskii Zhurnal	1976	148-149
2278	V. B. Trizna	1962	Biostratigraphy of the Paleozoic of the Sayano-Altai Mountains. 3. Upper Paleozoic  [in Russian]	Trudy Sibiriskii nauchno-issledovatel. Institut geologii, geofisiki i mineralnogo surv? ...SSSR	21	55-61,124-143
2279	V. B. Trizna	1958	Early Carboniferous bryozoans of the Kuznetz depression [in Russian]	Trudy Vsesoyuznyi Nauchno-Issledovatel'skii Geologo-Razvedochnyii Neftanoi	122	1-436
2280	V. B. Trizna	1950	Characteristics of reef and bedded facies of the central region of the Ufimsk Plateau [in Russian]	Trudy Vsesoyuznyi Nauchno-Issledovatel'skii Geologo-Razvedochnyii Neftanoi	50	47-144
2281	V. B. Trizna	1948	Permian bryozoans from the Sylva River [in Russian]	Trudy Vsesoyuznyi Nauchno-Issledovatel'skii Geologo-Razvedochnyii Neftanoi	31	137-188
2282	V. B. Trizna	1939	New species of Upper Palaeozoic Fenestellidae and Acanthocladiidae from the Bashkirian Urals [in Russian]	Trudy Nauchno-issledovatel'skogo Geologo-razvedochnogo Instituta (NIGRI)	115	102-144
2283	K. A. Townley	1968 [1970]	A bibliography of Australian Permian invertebrates	Bull. Bur. Miner. Resour. Geol. Geophys. Aust.	116	157-172
2284	K. M. Towe	1972	Invertebrate shell structure and the organic matrix concept	Biomineralization Res. Rep	4	1-14
2285	F. Toula	1875	Permo-Carboniferous Fossilien van der Westküste von Spitzbergen	Neues Jahrbuch für Mineralogie, Geologie & Paläontologie	1875	225-264
2286	M. Toriumi	1974	Analysis of intraspecific variation in Lophopodella carteri (Hyatt) from the taxonomical view-point. XII. General consideration	Bulletin of the Marine Biological station of Asamushi Tôhoku University	15	1-12
2287	M. Toriumi	1972	Additional observations on Plumatella repens (L.) (a fresh-water bryozoan). VIII. General consideration	Bulletin of the Marine Biological station of Asamushi Tôhoku University	14	169-174
2288	M. Toriumi	1972	Additional observations on Plumatella repens (L.) (a fresh-water bryozoan). VII. Re-examination on the materials labeled Plumatella punctata	Bulletin of the Marine Biological station of Asamushi Tôhoku University	14	155-168
2289	M. Toriumi	1972	Additional observations on Plumatella repens (L.) (a fresh-water bryozoan). VI. Re-examination on the variation	Bulletin of the Marine Biological station of Asamushi Tôhoku University	14	149-154
2290	M. Toriumi	1971	Additional observtions on Plumatella repens (L.) (a fresh-water bryozoan). IV. Re-examination on the field materials of P. repens and P.fungosa	Bulletin of the Marine Biological station of Asamushi Tôhoku University	14	117-126
2291	M. Toriumi	1971	Additional obseryations on Plumatella repens (L.) (a fresh-water bryozoan). V. Re-consideration on the relationship between P. repens and P. fungosa by the rearing	Bulletin of the Marine Biological station of Asamushi Tôhoku University	14	127-140
2292	M. Toriumi	1970	Additional observations on Plurnatella repens (L.) (a freshwater bryozoan). III. Variation of the floatoblasts at Asamushi	Bulletin of the Marine Biological station of Asamushi Tôhoku University	14	27-32
2293	M. Toriumi	1970	Additional observations on Plumatella repens (L.) (a freshwater bryozoan). II. A note on the special form of floatoblast	Bulletin of the Marine Biological station of Asamushi Tôhoku University	14	21-25
2294	M. Toriumi	1970	Additional observations on Plumatella repens (L.) (a freshwater bryozoan). l. Presence of intraspecific groups	Bulletin of the Marine Biological station of Asamushi Tôhoku University	14	11-20
2295	M. Toriumi	1962	Analysis of intraspecific variation in Lophopodella carteri from the taxonomical viewpoint. I. Consideration on the variation of spine number on the spinoblast	Bulletin of the Marine Biological Station of Asamushi Tôhoku Univ.	11	59-70
2296	M. Toriumi	1956	Taxonomical study on fresh-water Bryozoa. XV. Pectinatella gelatinosa Oka. XVI. Lophopodella carteri (Hyatt)	Sci. Rept. Tôhoku Univ., Ser. 4	22	29-44
2297	M. Toriumi	1956	Taxonomical study on fresh-water bryozoa XVII. General consideration: interspefic relation of described species and phylogenic consideration	Science Reports of the Tôhoku University - Biology	22	57-81
2298	M. Toriumi	1952	Taxonomical study on fresh-water bryozoa  V. On a geminate form named Plumatella Jugalis by Allman	Science Reports of the Tôhoku University - Biology	14	315-334
2299	M. Toriumi	1951	Some entoprocts in Matsushima Bay	Science Reports of the Tôhoku University - Biology	19	17-22
2300	M. Toriumi	1944	Brackish water bryozoa	Zoological Magazine	56	20-25
2301	H. Toots and J. F. Cutler	1962	Bryozoa from the 'Mesaverde' Formation (Upper Cretaceous) of southeastern Wyoming	Journal of Paleontology	36	81-86
2302	H. Toots	1968	Cheilostome Bryozoa from the Upper Cretaceous of New Jersey	Geological Society of America Special Paper	115	297
2303	H. Toots	1952	Bryozoen des estnischen Kuckersits	Mitteilungen aus dem Geologischen Staatsinstitut in Hamburg	21	113-117
2304	H. Toots	1952	Epökie von Algen (Microweedia n. g.) auf bryozoen des estnischen Kuckersits	Mitt. Geologisch-Staatsinstitut der Univsität Hamburg	21	138-141
2305	G. T. Tonapi and G. Varghese	1983	A morphometric and physico-chemical profile of a pond in Pune with plentiful Ectoprocta	Journal Of Biological Sciences Research	3	156-159
2306	G. T. Tonapi and G. Varghese	1983	Preliminary observations on the bioecology of the ectoproct - Pectinatella burmanica Annadale	Current Science	52	646-647
2307	L. R. Tommasi, A. C. Marini and C. F. A. Rosa	1972	Briozoários lunulitiformes da região da Ilha Grande (RJ)	Boletim Inst. oceanogr. S. Paulo	21	137-147
2308	W. A. Tomey	1982	['Tenlegs' in the aquarium.]	Aquarium	52	299-301
2309	J. A. Todd, P. D. Taylor and T. A. Favorskaya	1997	A bioimmured ctenostome bryozoan from the Early Cretaceous of the Crimea and the new genus Simplicidium	Geobios	30	205-213
2310	J. A. Todd	1996	Buskia fowleri sp. nov. - a bioimmured ctenostome bryozoan from the Middle Eocene of southern England	Tertiary Research	16	213-222
2311	C. D. Todd and S. J. Turner	1988	Ecology of intertidal and sublittoral cryptic epifaunal assemblages. 2. Nonlethal overgrowth of encrusting bryozoans by colonial ascidians	Journal Of Experimental Marine Biology And Ecology	115	113-126
2312	C. D. Todd and M. J. Keough	1994	Larval settlement in hard substratum epifaunal assemblages - a manipulative field study of the effects of substratum filming and the presence of incumbents	Journal of Experimental Marine Biology and Ecology	181	159-187
2313	C. D. Todd and J. N. Havenand	1989	Nudibranch-bryozoan associations, the quantification of ingestion and some observations on partial predation among Doridoidea	Journal of Mollscan Studies	55	245-259
2314	C. D. Todd, M. G. Bentley and J. N. Havenhand	1991	Larval metamorphosis of the opisthobranch mollusc Adalaria proxima (Gastropoda: Nudibranchia): the effects of choline and elevated potassium ion concentration	Journal Of The Marine Biological Association Of The United Kingdom	71	53-72
2315	C. D. Todd	1981	The ecology of nudibranch molluscs	Oceanography And Marine Biology An Annual Review	19	141-234
2316	M. Tischler, S. W. Ayer and R. J. Anderson	1986	Nitrophenols from northeast Pacific bryozoans	Comparative Biochemistry and Physiology Part B Biochemistry Molecular Biology	84	43-45
2317	S. Tillier	1977	Les types de bryozoaires de la collection Risso	Annales du Museum D'Histoire Naturelle de Nice	5	153-154
2318	S. Tillier	1975	Precisions morphologiques, structurales et systematiques sur Reptomulticava parviporosa Canu et Lecointre (Bryozoa, Cyclostomata)	Geobios	8	75-78
2319	S. Tillier	1975	Recherches sur la structure et revision systematique des heteroporides (Bryozoa, Cyclostomata) des faluns de Touraine	Travaux du Laboratoire de Paleontologie Université de Paris Faculté des Sciences d'Orsay	1975	1-102
2320	K. J. Tilbrook, P. J. Hayward and D. P. Gordon	2001	Cheilostomatous Bryozoa from Vanuatu	Zoological Journal of the Linnean Society	131	35-109
2321	K. J. Tilbrook and A. V. Grischenko	2004	New sub-Arctic species of the tropical genus Antropora (Bryozoa: Cheilostomata): a gastropod-pagurid crab associate	Journal of the Marine Biological Association of the United Kingdom	84	1001-1004
2322	K. J. Tilbrook	2001	Indo-West Pacific species of the genus Stylopoma Levinsen, 1909 (Bryozoa: Cheilostomatida)	Zoological Journal of the Linnean Society	131	1-34
2323	K. J. Tilbrook	2000	First record of the bryozoan genus Stylopoma from the Mediterranean Sea	Journal of the Marine Biological Association of the United Kingdom	80	949-950
2324	K. J. Tilbrook	2000	New bryozoan family from the Indo-Pacific shows unexpected diversity	Journal of the Marine Biological Association of the United Kingdom	80	1129-1130
2325	K. J. Tilbrook	1999	Description of Hippopodina feegeensis and three other species of Hippopodina Levinsen, 1909 (Bryozoa, Cheilostomata)	Journal of Zoology	247	449-456
2326	K. J. Tilbrook	1998	The species of Antropora Norman, 1903 (Bryozoa: Cheilostomatida), with the description of a new genus in the Calloporoidea	Records of the South Australian Museum	31	25-49
2327	K. J. Tilbrook	1997	Barnacle and bivalve associates of a bryozoan - coral symbiosis from the Coralline Crag (Pliocene) of England	Tertiary Research	18	7-22
2328	R. Tilak and J. M. Julka	1977	Occurrence of Lophopodella carteri carteri (Hyatt) (Lophopodidae: Ectoprocta) in lakes in western Himalaya	Journal Of The Bombay Natural History Society	74	557-559
2329	B. Tiedtke	1964	Über die ökologische Bedeutung eines extrem kalton Winters für die eulitorale Hartbodenfauna der Kieler Förde	Schr. naturw. Ver. Schl.-Holst.	35	33-60
2330	G. Thorson	1964	Light as an ecological factor in the dispersal and settlement of larvae of marine bottom invertebrates	Ophelia	1	167-208
2331	G. Thorson	1946	Reproduction and larval development of Danish marine bottom invertebrates, with special reference to the planctonic larvae in the Sound	Meddel. Komm. Havundersog. Kjob. Plankton	4	154-159
2332	J. P. Thorpe and J. E. Winston	1987	Case 2457. Alcyonidium Lamouroux, 1813 (Bryozoa): proposed conservation by the suppression of Fucus Hudson, 1762 and Ulva Hudson, 1778 in their zoological sense	Bulletin Of Zoological Nomenclature	44	86-88
2333	J. P. Thorpe and J. E. Winston	1986	On the identity of Alcyonidium diaphanum Lamouroux, 1813 (Bryozoa, Ctenostomata)	Journal Of Natural History	20	845-848
2334	J. P. Thorpe and J. E. Winston	1984	On the identity of Alcyonidium gelatinosum (Linnaeus, 1761) (Bryozoa: Ctenostomata)	Journal Of Natural History	18	853-860
2335	J. P. Thorpe, G. A. B. Shelton and M. S. Laverack	1975	Electrophysiology and coordinated behavioural responses in the colonial bryozoan Membranipora membranacea (L.)	Journal of experimental biology	62	389-404
2336	J. P. Thorpe, G. A. B. Shelton and M. S. Laverack	1975	Colonial nervous control of lophophore retraction in Cheilostome Bryozoa	Science	189	60-61
2337	J. P. Thorpe, J. S. Ryland and J. A. Beardmore	1978	Genetic variation and biochemical systematics in the marine bryozoan Alcyonidium mytili	Marine Biology	49	343-350
2338	J. P. Thorpe and J. S. Ryland	1979	Cryptic speciation detected by biochemical genetics in three ecologically important intertidal bryozoans	Estuarine and Coastal Marine Science	8	395-398
2339	J. P. Thorpe and S. P. Mundy	1980	Biochemical genetics and taxonomy in Plumatella emarginata and P. repens (Bryozoa: Phylactolaemata)	Freshwater Biology	10	361-366
2340	J. P. Thorpe, J. A. Beardmore and J. S. Ryland	1978	Genetic evidence for cryptic speciation in the marine bryozoan Alcyonidium gelatinosum	Marine Biology	49	27-32
2341	J. P. Thorpe, J. A. Beardmore and J. S. Ryland	1978	Taxonomy, interspecific variation and genetic distance in the phylum Bryozoa	Nato Conference Series Iv Marine Sciences	2	425-445
2342	J. P. Thorpe	1982	The molecular clock	Ann. rev. Ecol. Syst.	13	139-168
2343	J. P. Thorpe	1980	On the type-species of the genus Alcyonidium Lamouroux, 1813 (Bryozoa, Ctenostomata)	Journal Of Natural History	14	809-811
2344	J. P. Thorpe	1979	Enzyme variation and taxonomy: the estimation of sampling errors in measurements of interspecific genetic similarity	Biological Journal of the Linnean Society	11	369-386
2345	L. R. Thornely	1912	Marine Polyzoa of the Indian Ocean	Trans Linn Soc London	15	137-157
2346	L. R. Thornely	1907	Report on the marine Polyzoa in the collection of the Indian Museum	Records of the Indian Museum	1	179-196
2347	L. R. Thornely	1906	Additions and corrections	Report to the Government of Ceylon on the Pearl Oyster Fisheries of the Gulf of Manar	4	449-450
2348	L. R. Thornely	1905	Report on the Polyzoa collected by Professor Herdmann, at Ceylon, in 1902	Report to the Government of Ceylon on the Pearl Oyster Fisheries of the Gulf of Manar	4	107-130
2349	L. R. Thornely	1905	Report on the Polyzoa collected by Professor Herdman, at Ceylon, in 1902	Ceylon Pearl Oyster Fisheries, Supplementary Reports	26	107-131
2350	L. Thorbjørn and G. Høpner Petersen	2003	The epifauna on the carbonate reefs in the Arctic Ikka Fjord, SW Greenland	Ophelia	57	177-202
2351	C. W. Thomson	1859	Zoophytology	Quarterly journal of microscopical science	7	143-154
2352	C. W. Thomson	1858	On new Genera and Species of Polyzoa in the collection of Professor W.H.Harvey, Trinity College, Dublin. Part 1	Proceedings of the Dublin University Zoological and Botanical Association	1	77-93
2353	C. W. Thomson	1858	On new Genera and Species of Polyzoa in the collection of Professor W.H.Harvey	Natural History Review and Quarterly Journal of Science	5	134-147
2354	C. W. Thomson	1852	Notes on some Scotch Zoophytes and Polyzoa	Annals and Magazine of Natural History	(2)9	403-404
2355	E. Thomsen and E. Hakansson	1995	Sexual versus asexual dispersal in clonal animals: examples from cheilostome bryozoans	Paleobiology	21	496-508
2356	E. Thomsen	1983	Relation between currents and the growth of Palaeocene reef-mounds	Lethaia	16	165-184
