name	author	rank
Hippothoa divergens	Smitt, 1873	Species
Buffonellaria biavicularis	(Powell, 1967)	Species
Christinella biavicularis	Powell, 1967	Species
Buffonellaria christinelloides	Gordon, 1984	Species
Buffonellaria depressa	(Phillips, 1900)	Species
Schizoporella depressa	Phillips, 1900	Species
Buffonellaria loculifera	Canu and Bassler, 1929	Species
Buffonellaria regenerata	(Powell, 1967)	Species
Stephanosella regenerata	Powell, 1967	Species
Lagenipora lepralioides	(Norman, 1868)	Species
Celleporella lepralioides	Norman, 1868	Species
Lagenipora crenulata	Gordon, 1984	Species
Lagenipora ferocissima	Gordon, 1984	Species
Lagenipora hemiperistomata	Gordon, 1984	Species
Lagenipora laevissima	Gordon, 1984	Species
Osthimosia	Jullien, 1888	Genus
Osthimosia eatonensis	(Busk, 1881)	Species
Cellepora eatonensis	Busk, 1881	Species
Osthimosia evexa	Jullien, 1888	Species
Osthimosia bicornis	(Busk, 1881)	Species
Cellepora bicornis	Busk, 1881	Species
Osthimosia otopeta	Jullien, 1888	Species
Osthimosia imperforata	Gordon, 1984	Species
Osthimosia incomposita	Gordon, 1984	Species
Osthimosia virgula	Gordon, 1984	Species
Catenicella	de Blainville, 1830	Genus
Catenicella contei	(Audouin, 1826)	Species
Eucratea contei	Audouin, 1826	Species
Catenicella elegans	Busk, 1852	Species
Catenicella venusta	Macgillivray, 1887	Species
Pterocella	Levinsen, 1909	Genus
Pterocella alata	(Wyville Thomson, 1858)	Species
Cantenicella alata	Wyville Thomson, 1858	Species
Orthoscuticella	Wass and Yoo, 1976	Genus
Orthoscuticella lorica	(Busk, 1852)	Species
Catenicella lorica	Busk, 1852	Species
Celleporaria cristata	(Lamarck, 1816)	Species
Cellepora cristata	Lamarck, 1816	Species
Celleporaria tridenticulata	(Busk, 1881)	Species
Cellepora tridenticulata	Busk, 1881	Species
Exochella dubia	Livinstone, 1929	Species
Exechonella grandis	(Duvergier, 1921)	Species
Cyclicopora grandis	Duvergier, 1921	Species
Exechonella tuberculata	(Macgillivray, 1883)	Species
Lagenipora tuberculata	Macgillivray, 1883	Species
Coleopora erinacea	Canu and Bassler, 1929	Species
Haswellina	Livingstone, 1928	Genus
Haswellina australiensis	(Haswell, 1881)	Species
Myriozoum australiensis	Haswell, 1881	Species
Haswellina multiaviculata	Gordon, 1984	Species
Escharella incudifera	Gordon, 1984	Species
Petraliellidae	Harmer, 1957	Family
Discopora	Lamarck, 1816	Genus
Discopora verrucosa	Lamarck, 1816	Species
Discopora intermediata	Gordon, 1984	Species
Teuchoporidae	Neviani, 1895	Family
Lagenicella	Cheetham and Sandberg, 1964	Genus
Lagenicella marginata	(Canu and Bassler, 1930)	Species
Lagenipora marginata	Canu and Bassler, 1930	Species
Lagenicella exallos	Gordon, 1984	Species
Lagenicella lacunosa	(Bassler, 1934)	Species
Laginipora lacunosa	Bassler, 1934	Species
Inversiulidae	Vigneaux, 1949	Family
Inversiula	Jullien, 1888	Genus
Inversiula nutrix	Jullien, 1888	Species
Inversiula fertilis	Powell, 1967	Species
Calwelliidae	Macgillivray, 1887	Family
Calwellia	Wyville Thomson, 1858	Genus
Calwellia bicornis	Wyville Thomson, 1858	Species
Calwellia sinclairii	(Busk, 1857)	Species
Animalia	(Wyville Thomson, 1858)	Kingdom
Alcyonella	Lamarck, 1816	Genus
Alecto	Lamouroux, 1821	Genus
Alysidota	Busk, 1856	Genus
Alcyonidium cellaroides	Calvet, 1900	Species
Arachnidium fibrosum	Hincks, 1880	Species
Bulbella	Braem, 1951	Genus
Bulbella abscondita	Braem, 1951	Species
Nolella pusilla	(Hincks, 1880)	Species
Monobryozoontidae	(Wyville Thomson, 1858)	Family
Monobryozoon	Remane, 1936	Genus
Monobryozoon ambulans	Remane, 1936	Species
Amathia pruvoti	Calvet, 1911	Species
Amathia guernseii	Chimonides, 1987	Species
Amathia intermedis	Chimonides, 1987	Species
Bowerbankia citrina	(Hincks, 1877)	Species
Bowerbankia gracillima	(Hincks, 1877)	Species
Vesicularia spinosa	(Linnaeus, 1767)	Species
Spathiporidae	(Wyville Thomson, 1858)	Family
Spathipora	Fischer, 1866	Genus
Spathipora sertum	Fischer, 1866	Species
Walkeria	Fleming, 1823	Genus
Walkeria uva	(Linnaeus, 1758)	Species
Mimosella	Hincks, 1851	Genus
Mimosella gracilis	Hincks, 1851	Species
Mimosella verticillata	(Heller, 1867)	Species
Hypophorellidae	(Wyville Thomson, 1858)	Family
Hypophorella	Ehlers, 1876	Genus
Hypophorella expansa	Ehlers, 1876	Species
Penetrantia concharum	Silen, 1946	Species
Immergentia	Silen, 1946	Genus
Immergentia suecica	Silen, 1947	Species
Crisia ramosa	Harmer, 1891	Species
Crisia calyptostoma	Hayward and Ryland, 1978	Species
Crisia klugei	Ryland, 1967	Species
Tubulipora lobifera	Hastings, 1963	Species
Tubulipora phalangea	Couch, 1844	Species
Tubulipora plumosa	Thompson In Harmer, 1898	Species
Oncousoecia dilatans	(Johnson, 1847)	Species
Entalophoroecia	(Wyville Thomson, 1858)	Genus
Entalophoroecia deflexa	(Couch, 1842)	Species
Plagioecia sarniensis	(Norman, 1864)	Species
Coronopora	J. E. Gray, 1848	Genus
Coronopora truncata	(Fleming, 1828)	Species
Electra monostachys	(Busk, 1854)	Species
Chartella	J. E. Gray, 1848	Genus
Chartella barleei	(Busk, 1860)	Species
Chartella papyracea	(Ellis and Solander, 1786)	Species
Hincksina flustroides	(Hincks, 1877)	Species
Callopora discreta	(Hincks, 1862)	Species
Callopora rylandi	Bobin and Prenant, 1965	Species
Amphiblestrum solidum	(Packard, 1860)	Species
Copidozoum exiguum	(Barroso, 1920)	Species
Copidozoum planum	(Hincks, 1880)	Species
Crassimarginatella solidula	(Hincks, 1860)	Species
Micropora normani	Levinsen, 1909	Species
Mollia rosselii	(Audouin, 1826)	Species
Calpensia	Jullien, 1888	Genus
Calpensia nobilis	(Esper, 1796)	Species
Setosella	Hincks, 1877	Genus
Setosella vulnerata	(Busk, 1860)	Species
Lagarozoum	(Wyville Thomson, 1858)	Genus
Cellaria salicornioides	Lamouroux, 1816	Species
Bugula purpurotincta	Norman, 1868	Species
Bugula simplex	Hincks, 1886	Species
Beania intermedia	(Hinks, 1881)	Species
Scrupocellaria inermis	Norman, 1867	Species
Scrupocellaria reptans	(Linnaeus, 1767)	Species
Notoplites damicornis	Hayward and Ryland, 1978	Species
Notoplites evocata	(Jullien, 1882)	Species
Notoplites harmeri	Ryland, 1963	Species
Epistomia	Fleming, 1828	Genus
Epistomia bursaria	(Linnaeus, 1758)	Species
Puellina setosa	(Waters, 1899)	Species
Puellina venusta	Canu and Bassler, 1925	Species
Puellina bifida	(D'hondt, 1970)	Species
Puellina modica	Bishop and Househam, 1987	Species
Puellina praecox	Bishop and Househam, 1987	Species
Puellina directa	Bishop and Househam, 1987	Species
Puellina arrecta	Bishop and Househam, 1987	Species
Puellina corbula	Bishop and Househam, 1987	Species
Haplopoma bimucronatum	(Moll, 1879)	Species
Haplopoma graniferum	(Johnston, 1847)	Species
Haplopoma planum	Ryland, 1963	Species
Haplopoma sciaphilum	Silen and Harmelin, 1976	Species
Plesiothoa	Gordon and Hastings, 1979	Genus
Plesiothoa gigerium	(Ryland and Gordon, 1977)	Species
Umbonula ovicellata	Hastings, 1944	Species
Schizoporella dunkeri	(Reuss, 1848)	Species
Schizoporella longirostris	Hincks, 1886	Species
Schizoporella magnifica	Hincks, 1886	Species
Schizomavella auriculata cuspida	(Hincks, 1880)	Subspecies
Schizomavella linearis linearis	(Wyville Thomson, 1858)	Subspecies
Schizomavella linearis hastata	(Hincks, 1862)	Subspecies
Schizomavella cristata	(Hincks, 1879)	Species
Schizomavella discoidea	(Busk, 1859)	Species
Schizomavella hastiformis	Hayward and Ryland, 1978	Species
Schizomavella umbonata	(Busk, 1860)	Species
Escharina alderi	(Busk, 1856)	Species
Escharina dutertrei	(Audouin, 1826)	Species
Escharina hyndmanni	(Johnston, 1847)	Species
Escharina johnstoni	(Quelch, 1884)	Species
Smittoidea amplissima	Hayward, 1979	Species
Smittoidea marmorea	(Hincks, 1877)	Species
Smittoidea reticulata	(Macgillivray, 1842)	Species
Porelloides struma	(Norman, 1868)	Species
Phaeostachys	Hayward, 1979	Genus
Phaeostachys spinifera	(Johnston, 1847)	Species
Hippoporidra lusitania	Taylor and Cook, 1981	Species
Escharoides mamillata	(Wood, 1844)	Species
Diporula	Hincks, 1879	Genus
Diporula verrucosa	(Peach, 1868)	Species
Porella alba	Nordgaard, 1906	Species
Porella patula	(M. Sars, 1851)	Species
Smittina affinis	(Hincks, 1862)	Species
Smittina crystallina	(Norman, 1867)	Species
Hemicyclopora microstoma	(Norman, 1864)	Species
Prenantia	Gautier, 1962	Genus
Prenantia bella	(Busk, 1860)	Species
Prenantia cheilostoma	(Manzoni, 1969)	Species
Schizotheca divisa	(Norman, 1864)	Species
Brodiella armata	(Hincks, 1862)	Species
Reteporella	(Wyville Thomson, 1858)	Genus
Reteporella couchii	(Hincks, 1878)	Species
Reteporella septentrionalis	(Harmer, 1933)	Species
Turbicellepora avicularis	(Hincks, 1860)	Species
Turbicellepora magnicostata	(Barroso, 1919)	Species
Turbicellepora smitti	(Kluge, 1962)	Species
Celleporina decipiens	Hayward, 1976	Species
Celleporina tubulosa	(Hincks, 1880)	Species
Buskea quincuncialis	(Norman, 1867)	Species
Lagenipora pygmaea	(Norman, 1868)	Species
Anarthropora	Smitt, 1868	Genus
Anarthropora monodon	(Busk, 1860)	Species
Escharella klugei	Hayward, 1979	Species
Escharella labiosa	(Busk, 1856)	Species
Phylactellipora	Bassler, 1953	Genus
Phylactellipora collaris	(Norman, 1867)	Species
Phylactellipora eximia	(Hincks, 1860)	Species
Palmicellaria elegans	Alder, 1864	Species
Watersiporidae	(Wyville Thomson, 1858)	Family
Watersipora	Neviani, 1895	Genus
Watersipora complanata	(Norman, 1864)	Species
Cryptosulidae	(Wyville Thomson, 1858)	Family
Cleidochasmatidae	(Wyville Thomson, 1858)	Family
Hippopodinella	(Wyville Thomson, 1858)	Genus
Tessaradomidae	(Wyville Thomson, 1858)	Family
Tessaradoma boreale	(Busk, 1860)	Species
Beania hirtissima	(Heller, 1867)	Species
Phidolopora labiata	Gabb and Horn, 1862	Species
